DBN,District,School Name,Is Org Split-Sited,Building ID(s),Transfer School,Total Enrollment,Grades 3K-PK-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiple Race Categories Not Represented,% White,% SWD,% ELL,% Poverty,2018-19 ELA # Tested,2018-19 ELA # Proficient (L3&4),2018-19 ELA % Proficient (L3&4),2018-19 Math # Tested,2018-19 Math # Proficient (L3&4),2018-19 Math % Proficient (L3&4),2018-19 Total 4-year August Grad Cohort,2018-19 % 4-year August Graduates,2018-19 Total 6-year Grad Cohort,2018-19 % 6-year Graduates
75R037,75,The David Marquis School of the Arts,true,"R002, R004, R030, R036, R840, R843, R844, R880",false,392,275,52,65,0.082,0.153,0.283,0.041,0.441,0.997,0.089,0.793,12,3,25.0%,12,5,41.7%,,,,
75R373,75,P.S. R373,true,"R006, R040, R058, R061, R071, R861, R884",false,603,533,70,0,0.096,0.259,0.285,0.046,0.313,1,0.129,0.844,143,9,6.3%,137,14,10.2%,,,,
75R721,75,The Richard H. Hungerford School,true,"R024, R043, R435, R455, R600, R722",false,447,0,84,363,0.081,0.183,0.374,0.018,0.345,1,0.154,0.915,,,,,,,,,,
75X010,75,P.S. X010,true,"X015, X026, X060, X101, X162, X240, X415, X817, X234",false,574,430,135,9,0.031,0.289,0.598,0.016,0.066,0.998,0.263,0.887,67,14,20.9%,67,13,19.4%,,,,
75X017,75,P.S. X017,true,"X043, X156, X161, X184, X450, X174",false,488,293,163,32,0.025,0.379,0.559,0.012,0.025,0.994,0.197,0.902,116,2,1.7%,115,3,2.6%,,,,
75X168,75,P.S. 168,true,"X020, X160, X183, X194, X440, X842, X441",false,519,319,183,17,0.042,0.331,0.582,0.017,0.027,0.996,0.218,0.902,68,1,1.5%,69,1,1.4%,,,,
75X176,75,P.S. X176,true,"X181, X425, X455, X980",false,563,0,203,360,0.027,0.428,0.471,0.009,0.066,1,0.115,0.867,33,9,27.3%,23,5,21.7%,,,,
75X352,75,The Vida Bogart School for All Children,true,"X006, X040, X074, X075, X092",false,585,553,32,0,0.039,0.34,0.566,0.026,0.029,0.998,0.161,0.903,63,6,9.5%,61,3,4.9%,,,,
75X469,75,P469X - The Bronx School for Continuous Learners,true,"X027, X042, X147, X177, X855",false,412,299,113,0,0.063,0.335,0.566,0.007,0.029,0.99,0.235,0.939,27,2,7.4%,25,0,0.0%,,,,
75X596,75,P.S. X596,true,"X153, X178, X498",false,413,411,2,0,0.041,0.375,0.511,0.007,0.065,1,0.114,0.78,27,3,11.1%,26,8,30.8%,,,,
75X721,75,P.S. X721 - Stephen McSweeney School,true,"X368, X405, X423, X440, X722, XAHZ",false,575,0,0,575,0.028,0.343,0.577,0.009,0.043,1,0.36,0.923,,,,,,,,,,
75X723,75,P.S. 723,true,"X049, X099, X189, X235, X338, X425, X701, X909, X927, XAHW, XAIF",false,488,245,191,52,0.016,0.385,0.51,0.025,0.064,0.984,0.08,0.934,191,11,5.8%,183,3,1.6%,,,,
75X754,75,J. M. Rapport School Career Development,true,"Q733, X155, X184, X362",false,459,0,0,459,0.009,0.362,0.584,0.013,0.033,0.991,0.305,0.937,,,,,,,,,,
79M331,79,JUDITH S. KAYE SCHOOL - D79,true,"M646, Q142",false,23,0,0,23,0,0.522,0.435,0.043,0,0.391,0.043,0.87,,,,,,,,,,
79M645,79,School for Cooperative Technical Education,true,"K500, M079, M646, M827, Q142, Q452, RAAC, X039, Q465",false,885,0,0,885,0.069,0.336,0.489,0.016,0.09,0.011,0.056,0.652,,,,,,,,,,
79M973,79,Restart Academy,true,"K824, KBJH, KCBV, KCQH, M056, M465, M834, MAKG, MASF, MASJ, MBGX, MBMU, Q400, Q410, Q460, QARD, QBEX, QBHI, QBNO, X655, X897, XALW, XALX, XAUF, XAXF, XAX",false,426,0,180,246,0.031,0.385,0.479,0.023,0.082,0.486,0.148,0.824,,,,,,,,,,
79Q950,79,Pathways to Graduation,true,"K148, K371, K410, K420, K428, K455, K458, K515, K525, K871, K893, KAUS, KBJL, KBJO, KBJQ, KBJR, KBJS, KCQJ, KCTB, M058, M465, M510, M807, M827, M911, MAN",false,3510,0,0,3510,0.143,0.331,0.457,0.02,0.048,0.131,0.161,0.722,,,,,,,,,,
84K037,84,Beginning with Children Charter School II,true,"K071, KABV",false,451,314,137,0,0.009,0.175,0.774,0.011,0.031,0.191,0.129,0.925,244,128,52.5%,245,157,64.1%,,,,
84K125,84,Success Academy Charter School - Bed-Stuy 2,false,K059,false,314,314,0,0,0.025,0.618,0.277,0.061,0.019,0.166,0.016,0.653,125,119,95.2%,125,123,98.4%,,,,
84K129,84,Success Academy Charter School - Cobble Hill,false,K293,false,421,415,6,0,0.119,0.297,0.29,0.057,0.238,0.097,0.048,0.499,131,129,98.5%,130,130,100.0%,,,,
84K182,84,Success Academy Charter School - Williamsburg,false,K050,false,447,444,3,0,0.065,0.239,0.501,0.043,0.152,0.161,0.076,0.568,134,132,98.5%,135,135,100.0%,,,,
84K333,84,Explore Exceed Charter School,true,"K022, K320",false,504,330,174,0,0.014,0.758,0.202,0.02,0.006,0.242,0.065,0.798,330,128,38.8%,332,159,47.9%,,,,
84K355,84,Williamsburg Collegiate Charter School,false,K016,false,286,47,239,0,0.01,0.283,0.689,0.01,0.007,0.161,0.052,0.839,316,144,45.6%,237,156,65.8%,,,,
84K356,84,Achievement First Crown Heights Charter School,true,"K391, K434",false,1249,558,264,427,0.002,0.927,0.048,0.018,0.006,0.159,0.01,0.815,554,337,60.8%,551,401,72.8%,88,96.6%,42,97.6%
84K357,84,KIPP AMP Charter School,true,"K390, XAVN",false,790,560,230,0,0.016,0.83,0.124,0.023,0.006,0.177,0.018,0.865,475,252,53.1%,473,318,67.2%,34,100.0%,26,100.0%
84K358,84,Achievement First East New York Charter School,true,"K013, K065, K111",false,1140,553,187,400,0.008,0.647,0.321,0.017,0.007,0.109,0.017,0.852,420,295,70.2%,418,361,86.4%,78,88.5%,30,93.3%
84K359,84,The Uft Charter School,false,K166,false,194,0,0,194,0.01,0.711,0.227,0.021,0.031,0.108,0.113,0.835,,,,,,,67,82.1%,85,90.6%
84K360,84,Launch Expeditionary Learning Charter School,false,K243,false,299,0,299,0,0,0.806,0.157,0.03,0.007,0.264,0.027,0.876,294,91,31.0%,288,70,24.3%,,,,
84K367,84,Success Academy Charter School - Bed-Stuy 1,false,K033,false,739,496,243,0,0.026,0.656,0.268,0.024,0.026,0.173,0.018,0.644,454,412,90.7%,409,402,98.3%,,,,
84K379,84,Explore Excel Charter School,true,"K068, K114",false,556,358,198,0,0.02,0.897,0.036,0.031,0.016,0.207,0.086,0.791,352,159,45.2%,350,185,52.9%,,,,
84K395,84,New Visions A.I.M. Charter High School I,false,K907,true,175,0,0,175,0.011,0.691,0.223,0.046,0.029,0.463,0.04,0.909,,,,,,,77,13.0%,67,35.8%
84K406,84,"EMBER Charter School for Mindful Education, Innovation and Transformation",true,"K262, K308",false,534,364,170,0,0.002,0.815,0.165,0.015,0.004,0.163,0.054,0.876,321,175,54.5%,276,90,32.6%,,,,
84K517,84,Leadership Prep Bedford Stuyvesant Uncommon Prep Charter School,true,"K258, K458",false,1148,507,271,370,0.014,0.804,0.13,0.038,0.014,0.114,0.038,0.774,531,328,61.8%,447,350,78.3%,55,80.0%,50,100.0%
84K536,84,Community Roots Charter School,true,"K067, K287",false,474,312,162,0,0.055,0.243,0.175,0.099,0.428,0.249,0.013,0.291,279,179,64.2%,277,168,60.6%,,,,
84K538,84,Achievement First Bushwick Charter School,true,"K296, K383",false,929,624,305,0,0.013,0.251,0.713,0.004,0.019,0.23,0.114,0.874,601,438,72.9%,602,522,86.7%,,,38,100.0%
84K608,84,Kings Collegiate Charter School,true,"K232, K252, K420",false,1005,429,261,315,0.003,0.893,0.084,0.016,0.005,0.128,0.018,0.817,346,159,46.0%,261,142,54.4%,,,,
84K626,84,Achievement First Brownsville Charter School,true,"K055, K292",false,1178,523,279,376,0.015,0.828,0.142,0.011,0.004,0.118,0.026,0.809,526,301,57.2%,527,398,75.5%,s,s,,
84K648,84,Bedford Stuyvesant Collegiate Charter School,false,K324,false,348,84,264,0,0.026,0.575,0.368,0.02,0.011,0.17,0.066,0.833,352,164,46.6%,266,170,63.9%,,,,
84K649,84,La Cima Charter School,false,K324,false,329,329,0,0,0.012,0.593,0.356,0.033,0.006,0.17,0.158,0.884,186,74,39.8%,185,79,42.7%,,,,
84K680,84,Achievement First Aspire Charter School,true,"K202, K306",false,787,581,206,0,0.018,0.729,0.222,0.027,0.004,0.113,0.036,0.816,366,217,59.3%,365,270,74.0%,,,,
84K693,84,Northside Charter High School,false,K126,false,392,0,0,392,0.013,0.151,0.753,0.02,0.064,0.209,0.043,0.796,,,,,,,87,86.2%,80,92.5%
84K701,84,Brooklyn Charter School,false,K023,false,220,220,0,0,0.014,0.755,0.191,0.018,0.023,0.155,0.05,0.832,119,64,53.8%,115,61,53.0%,,,,
84K702,84,Community Partnership Charter School,true,"K256, K270",false,399,282,117,0,0.01,0.712,0.216,0.053,0.01,0.208,0.028,0.847,247,110,44.5%,251,120,47.8%,,,,
84K704,84,Explore Charter School,false,K002,false,552,368,184,0,0.002,0.768,0.196,0.025,0.009,0.141,0.087,0.81,336,154,45.8%,338,191,56.5%,,,,
84K707,84,Brooklyn Prospect Charter School,false,KAGI,false,702,0,213,489,0.088,0.168,0.308,0.043,0.393,0.191,0.016,0.474,308,186,60.4%,305,200,65.6%,84,96.4%,95,97.9%
84K710,84,Brownsville Collegiate Charter School,false,K150,false,276,41,234,1,0.007,0.663,0.29,0.029,0.011,0.199,0.08,0.902,279,93,33.3%,216,96,44.4%,s,s,s,s
84K711,84,Leadership Preparatory Brownsville Charter School,true,"K275, K284",false,736,502,234,0,0.004,0.818,0.162,0.011,0.005,0.106,0.026,0.916,489,266,54.4%,415,296,71.3%,,,,
84K712,84,Excellence Girls Charter School,true,"K191, K309, K434",false,1382,479,217,686,0.022,0.753,0.177,0.034,0.013,0.147,0.021,0.78,469,320,68.2%,387,260,67.2%,93,92.5%,89,97.8%
84K724,84,Leadership Prep Canarsie Charter School (Leadership Prep CS 4),true,"K211, K279",false,827,554,273,0,0.005,0.915,0.056,0.019,0.005,0.108,0.017,0.771,522,302,57.9%,440,305,69.3%,,,,
84K730,84,Summit Academy Charter School,false,K027,false,309,0,113,196,0.01,0.45,0.511,0.013,0.016,0.246,0.049,0.803,121,33,27.3%,115,33,28.7%,49,71.4%,41,92.7%
84K733,84,"Math, Engineering, and Science Academy Charter High School",false,K291,false,493,0,0,493,0.018,0.095,0.813,0.057,0.016,0.144,0.128,0.807,,,,,,,110,92.7%,115,93.9%
84K736,84,New American Academy Charter School,false,K233,false,328,328,0,0,0.006,0.896,0.064,0.018,0.015,0.159,0.027,0.771,184,87,47.3%,180,70,38.9%,,,,
84K737,84,Brownsville Ascend Charter School,false,KBVT,false,1058,710,348,0,0.013,0.836,0.125,0.016,0.009,0.162,0.008,0.767,674,397,58.9%,675,471,69.8%,,,,
84K738,84,New Visions Charter High School for Advanced Math and Science III,false,K495,false,360,0,0,360,0.075,0.75,0.117,0.042,0.017,0.122,0.05,0.761,,,,,,,105,92.4%,102,99.0%
84K739,84,New Visions Charter High School for the Humanities III,false,K495,false,193,0,0,193,0,0.829,0.135,0.016,0.021,0.202,0.052,0.813,,,,,,,80,86.3%,97,93.8%
84K741,84,Success Academy Crown Heights (Brooklyn 7),true,"K161, K246",false,700,518,182,0,0.007,0.844,0.104,0.031,0.013,0.147,0.016,0.6,359,312,86.9%,358,353,98.6%,,,,
84K742,84,Explore Empower Charter School,false,K210,false,491,320,171,0,0.006,0.874,0.106,0.01,0.004,0.2,0.026,0.804,322,139,43.2%,322,172,53.4%,,,,
84K744,84,Coney Island Preparatory Public Charter School,true,"K281, K303, KAEG",false,1019,412,271,336,0.091,0.371,0.368,0.015,0.155,0.226,0.063,0.861,474,254,53.6%,473,246,52.0%,72,90.3%,79,93.7%
84K752,84,Success Academy Fort Greene (Brooklyn 5),false,K265,false,259,259,0,0,0.012,0.614,0.293,0.015,0.066,0.189,0.058,0.649,111,108,97.3%,110,110,100.0%,,,,
84K756,84,Success Academy Prospect Heights (Brooklyn 6),true,"K138, K297",false,560,415,145,0,0.027,0.77,0.159,0.013,0.032,0.145,0.011,0.613,349,303,86.8%,349,347,99.4%,,,,
84K757,84,Unity Prep Charter School,true,"K044, KCVL",false,544,0,260,284,0.009,0.796,0.169,0.015,0.011,0.233,0.02,0.757,244,89,36.5%,243,66,27.2%,s,s,,
84K769,84,Hyde Leadership Charter School- Brooklyn,true,"K328, KCVM",false,496,390,106,0,0.006,0.726,0.256,0.004,0.008,0.194,0.067,0.921,225,104,46.2%,225,97,43.1%,,,,
84K772,84,Success Academy Charter School - Bensonhurst - New York 3,false,K096,false,561,561,0,0,0.187,0.089,0.103,0.007,0.613,0.121,0.189,0.517,160,154,96.3%,162,162,100.0%,,,,
84K774,84,Achievement First Apollo Charter School,true,"K292, K302",false,880,588,292,0,0.063,0.56,0.351,0.018,0.008,0.093,0.066,0.832,546,353,64.7%,546,462,84.6%,,,,
84K775,84,Leadership Preparatory Ocean Hill Charter School,true,"K332, K515",false,1283,539,257,487,0.009,0.82,0.129,0.037,0.005,0.101,0.026,0.797,511,327,64.0%,430,315,73.3%,69,89.9%,,
84K777,84,Ocean Hill Collegiate Charter School,true,"K221, K271",false,406,165,241,0,0.007,0.855,0.111,0.022,0.005,0.131,0.042,0.805,317,151,47.6%,231,143,61.9%,,,,
84K780,84,Brooklyn East Collegiate Charter School,false,K458,false,253,29,224,0,0.02,0.814,0.103,0.051,0.012,0.158,0.059,0.755,272,122,44.9%,195,119,61.0%,,,,
84K781,84,Success Academy Charter School - Bergen Beach - New York 4,true,"K078, K864",false,710,643,67,0,0.045,0.799,0.068,0.02,0.069,0.111,0.024,0.521,235,214,91.1%,235,234,99.6%,,,,
84K784,84,Achievement First North Brooklyn Prep Charter School,false,K377,false,636,541,95,0,0.011,0.153,0.802,0.003,0.031,0.16,0.173,0.854,246,158,64.2%,245,217,88.6%,,,,
84K788,84,Achievement First Linden Elementary School,true,"K166, K218",false,653,570,83,0,0.017,0.801,0.159,0.02,0.003,0.142,0.011,0.827,273,153,56.0%,274,183,66.8%,,,,
84K789,84,Compass Charter School,false,K113,false,330,330,0,0,0.067,0.23,0.106,0.076,0.521,0.209,0.027,0.248,115,56,48.7%,113,57,50.4%,,,,
84K803,84,Brooklyn LAB Charter School,false,KCVO,false,621,0,276,345,0.018,0.757,0.187,0.029,0.01,0.3,0.034,0.692,401,125,31.2%,397,114,28.7%,,,,
84K876,84,Achievement First Voyager Charter School,true,"K091, K092",false,308,123,185,0,0.006,0.912,0.042,0.036,0.003,0.13,0.013,0.718,175,78,44.6%,183,109,59.6%,,,,
84K883,84,Success Academy Charter School - Bed Stuy 3,false,K025,false,87,48,39,0,0.034,0.517,0.195,0.046,0.207,0.207,0,0.506,,,,,,,,,,
84K892,84,Brooklyn Emerging Leaders Academy,false,K057,false,186,0,0,186,0.016,0.774,0.188,0.011,0.011,0.177,0.022,0.801,,,,,,,,,,
84K910,84,Cypress Hills Ascend Charter School,false,KAKT,false,215,215,0,0,0.07,0.149,0.749,0.019,0.014,0.149,0.219,0.758,,,,,,,,,,
84K911,84,Edmund W. Gordon Brooklyn Laboratory Charter School,false,KCVO,false,245,0,159,86,0.012,0.82,0.131,0.02,0.016,0.212,0.024,0.727,51,23,45.1%,51,24,47.1%,,,,
84K928,84,Brooklyn Prospect Charter School 15.2,false,KAGI,false,113,0,113,0,0.035,0.15,0.336,0.035,0.442,0.248,0.071,0.549,,,,,,,,,,
84K929,84,East Brooklyn Ascend Charter School,false,KAKT,false,26,26,0,0,0.077,0.462,0.423,0.038,0,0.231,0,0.808,,,,,,,,,,
84K933,84,Lefferts Gardens Ascend Charter School,false,KAJJ,false,47,47,0,0,0.021,0.851,0.064,0.064,0,0.149,0.021,0.766,,,,,,,,,,
84K934,84,East Flatbush Ascend Charter School,false,KAJJ,false,77,77,0,0,0.013,0.753,0.039,0.182,0.013,0.13,0.026,0.623,,,,,,,,,,
84M065,84,Democracy Prep Endurance Charter School,true,"M154, MADR",false,704,0,362,342,0.004,0.67,0.288,0.021,0.016,0.203,0.057,0.831,323,134,41.5%,293,127,43.3%,83,69.9%,,
84M068,84,KIPP Washington Heights Middle School,true,"M090, M115, XAVN",false,830,566,264,0,0.001,0.1,0.876,0.007,0.016,0.214,0.095,0.907,531,315,59.3%,530,391,73.8%,,,,
84M080,84,Manhattan Charter School II,false,M056,false,153,153,0,0,0.02,0.314,0.608,0.033,0.026,0.275,0.072,0.869,90,48,53.3%,90,46,51.1%,,,,
84M168,84,East Harlem Scholars Academy Charter School II,false,M013,false,505,384,121,0,0.03,0.319,0.622,0.024,0.006,0.236,0.127,0.842,220,82,37.3%,219,87,39.7%,,,,
84M170,84,Success Academy Hell's Kitchen (Manhattan 2),false,M625,false,431,431,0,0,0.169,0.223,0.469,0.026,0.114,0.172,0.086,0.615,172,165,95.9%,171,170,99.4%,,,,
84M174,84,Success Academy Union Square (Manhattan 1),true,"M460, MBMO",false,819,606,213,0,0.25,0.195,0.255,0.053,0.247,0.173,0.032,0.313,433,406,93.8%,428,423,98.8%,,,,
84M279,84,The Opportunity Charter School,false,M113,false,426,0,174,252,0.009,0.495,0.472,0.016,0.007,0.638,0.127,0.878,194,30,15.5%,183,9,4.9%,52,88.5%,51,94.1%
84M320,84,Manhattan Charter School,false,M142,false,252,252,0,0,0.123,0.183,0.663,0.016,0.016,0.254,0.111,0.893,112,53,47.3%,112,41,36.6%,,,,
84M329,84,Harlem Link Charter School,false,M208,false,463,463,0,0,0.009,0.657,0.311,0.013,0.011,0.235,0.093,0.918,160,65,40.6%,163,80,49.1%,,,,
84M330,84,Girls Preparatory Charter School of New York,true,"M060, M188",false,588,362,226,0,0.02,0.476,0.466,0.022,0.015,0.199,0.012,0.81,435,264,60.7%,431,243,56.4%,,,,
84M335,84,Harlem Village Academy East Charter School,true,"M045, M280",false,655,357,150,148,0.003,0.586,0.365,0.034,0.012,0.226,0.02,0.864,268,149,55.6%,266,194,72.9%,48,97.9%,51,96.1%
84M336,84,KIPP Infinity Charter School,true,"M195, XAVN",false,1858,582,287,989,0.003,0.325,0.656,0.009,0.007,0.193,0.057,0.88,536,310,57.8%,535,445,83.2%,73,91.8%,61,95.1%
84M337,84,NYC Autism Charter School East Harlem,false,M050,false,40,21,2,17,0.075,0.2,0.475,0.05,0.2,1,0.025,0.925,,,,,,,s,s,,
84M338,84,WHIN Music Community,false,M164,false,192,192,0,0,0.01,0.219,0.625,0.052,0.094,0.245,0.115,0.703,,,,,,,,,,
84M341,84,Harlem Children's Zone Promise Academy II Charter School,true,"M501, MANO",false,1033,570,256,207,0.003,0.819,0.15,0.023,0.005,0.179,0.047,0.887,467,245,52.5%,466,338,72.5%,61,98.4%,30,100.0%
84M350,84,Democracy Prep Charter School,true,"M092, M197",false,701,0,347,354,0.011,0.642,0.311,0.02,0.016,0.165,0.054,0.79,330,159,48.2%,298,148,49.7%,67,83.6%,73,93.2%
84M351,84,Success Academy Charter School - Harlem 1,true,"M088, M149, M620",false,1316,645,230,441,0.009,0.668,0.237,0.068,0.018,0.109,0.023,0.656,464,391,84.3%,415,404,97.3%,31,80.6%,,
84M358,84,Success Academy Charter School - Hudson Yards,false,MBMO,false,309,309,0,0,0.136,0.249,0.401,0.036,0.178,0.214,0.084,0.508,,,,,,,,,,
84M380,84,Harlem Village Academy West 2 Charter School,false,MAGD,false,112,112,0,0,0.009,0.83,0.152,0.009,0,0.161,0.08,0.875,,,,,,,,,,
84M382,84,DREAM Charter School,true,"M050, MBMF, MBMR",false,838,358,161,319,0.018,0.304,0.637,0.018,0.023,0.284,0.05,0.894,317,156,49.2%,313,170,54.3%,,,,
84M384,84,Success Academy Charter School - Harlem 2,true,"M030, M043",false,701,570,131,0,0.013,0.601,0.359,0.011,0.016,0.16,0.056,0.735,393,337,85.8%,311,306,98.4%,,,,
84M385,84,Success Academy Charter School - Harlem 3,true,"M099, M101, M620",false,1207,536,336,335,0.026,0.514,0.351,0.092,0.017,0.169,0.028,0.698,625,559,89.4%,515,512,99.4%,,,,
84M386,84,Success Academy Charter School - Harlem 4,false,M113,false,412,412,0,0,0.022,0.527,0.374,0.046,0.032,0.141,0.056,0.738,155,151,97.4%,155,154,99.4%,,,,
84M388,84,St. HOPE Leadership Academy Charter School,false,M092,false,294,0,294,0,0.003,0.68,0.289,0.014,0.014,0.248,0.048,0.973,288,98,34.0%,286,93,32.5%,,,,
84M433,84,Renaissance Charter High School for Innovation,false,M099,false,401,0,0,401,0.007,0.439,0.536,0.007,0.01,0.339,0.075,0.863,,,,,,,123,78.0%,94,72.3%
84M482,84,Success Academy Charter School - Harlem 5,true,"M123, M175",false,809,581,228,0,0.019,0.643,0.295,0.027,0.016,0.146,0.061,0.75,464,413,89.0%,429,428,99.8%,,,,
84M518,84,East Harlem Scholars Academy Charter School,true,"M645, MBMC",false,732,402,213,117,0.023,0.231,0.678,0.03,0.038,0.28,0.102,0.855,391,177,45.3%,389,166,42.7%,,,,
84M523,84,Success Academy Charter School - Upper West,true,"M470, M625",false,866,608,258,0,0.128,0.199,0.378,0.039,0.256,0.158,0.028,0.4,482,442,91.7%,455,445,97.8%,,,,
84M708,84,Harlem Prep Charter School,true,"M121, MADR",false,1060,374,340,346,0.007,0.579,0.388,0.023,0.004,0.205,0.052,0.872,497,240,48.3%,467,203,43.5%,s,s,,
84M709,84,Harlem Village Academy West Charter School,true,"M194, M280, MAGD, MBTD",false,851,489,192,170,0.004,0.75,0.203,0.035,0.008,0.188,0.029,0.834,355,206,58.0%,356,265,74.4%,38,100.0%,49,98.0%
84M726,84,KIPP STAR College Prep Charter School,true,"M125, M195, XAVN",false,803,558,245,0,0.007,0.506,0.45,0.031,0.006,0.238,0.037,0.882,475,256,53.9%,473,322,68.1%,56,98.2%,50,100.0%
84M861,84,Future Leaders Institute Charter School,false,M144,false,388,238,150,0,0.005,0.763,0.209,0.005,0.018,0.152,0.072,0.835,242,94,38.8%,242,90,37.2%,,,,
84Q304,84,VOICE Charter School of New York,true,"Q111, QALJ",false,669,452,217,0,0.117,0.133,0.634,0.042,0.075,0.185,0.166,0.803,421,165,39.2%,421,244,58.0%,,,,
84Q320,84,New Visions Charter High School for Advanced Math and Science IV,false,Q400,false,488,0,0,488,0.061,0.734,0.15,0.047,0.008,0.158,0.039,0.74,,,,,,,113,86.7%,,
84Q339,84,Success Academy Charter School - Springfield Gardens - New York 6,false,Q059,false,826,718,108,0,0.018,0.886,0.057,0.036,0.002,0.099,0.005,0.489,301,255,84.7%,300,283,94.3%,,,,
84Q373,84,New Visions Charter High School for the Humanities IV,false,Q410,false,265,0,0,265,0.03,0.642,0.223,0.042,0.064,0.208,0.015,0.713,,,,,,,,,,
84Q375,84,Success Academy Charter School - Far Rockaway,false,Q053,false,522,522,0,0,0.017,0.743,0.203,0.023,0.013,0.167,0.021,0.739,82,69,84.1%,82,77,93.9%,,,,
84R012,84,New Ventures Charter School,false,RAHR,false,146,0,0,146,0.014,0.144,0.445,0.027,0.37,0.37,0.021,0.747,,,,,,,79,30.4%,58,67.2%
84R067,84,John W. Lavelle Preparatory Charter School,false,RAHR,false,738,227,311,200,0.014,0.439,0.434,0.024,0.089,0.39,0.022,0.789,490,130,26.5%,470,99,21.1%,42,100.0%,25,100.0%
84R070,84,Lois and Richard Nicotra Early College Charter School,false,RAHR,false,134,0,31,103,0.037,0.328,0.403,0.052,0.179,0.269,0.022,0.694,38,8,21.1%,,,,,,,
84R076,84,Bridge Preparatory Charter School,false,R880,false,85,85,0,0,0.012,0.271,0.388,0.024,0.306,0.635,0,0.682,,,,,,,,,,
84X124,84,Children's Aid College Prep Charter School,true,"X193, XBBN",false,643,447,196,0,0.014,0.414,0.543,0.019,0.011,0.208,0.103,0.868,365,150,41.1%,364,126,34.6%,,,,
84X133,84,Icahn Charter School 6,true,"X004, XADA",false,323,213,110,0,0.012,0.508,0.467,0.006,0.006,0.087,0.08,0.839,226,154,68.1%,227,189,83.3%,,,,
84X200,84,New Visions A.I.M. Charter High School II,false,X401,true,214,0,0,214,0.014,0.449,0.509,0.019,0.009,0.411,0.061,0.911,,,,,,,86,19.8%,103,17.5%
84X202,84,New Visions Charter High School for Advanced Math and Science II,false,X650,false,542,0,0,542,0.009,0.402,0.542,0.033,0.013,0.173,0.072,0.902,,,,,,,134,94.0%,114,98.2%
84X208,84,New Visions Charter High School for the Humanities II,false,X655,false,475,0,0,475,0.021,0.394,0.552,0.021,0.013,0.198,0.143,0.829,,,,,,,104,76.0%,81,92.6%
84X255,84,Bronx Charter School for Excellence,true,"XAEF, XAJK, XBAX",false,809,548,261,0,0.308,0.361,0.324,0.001,0.006,0.11,0.064,0.785,534,345,64.6%,534,370,69.3%,,,,
84X345,84,Hyde Leadership Charter School,true,"X074, XATU",false,977,479,227,271,0.004,0.281,0.701,0.005,0.008,0.242,0.151,0.905,462,161,34.8%,382,132,34.6%,61,83.6%,55,89.1%
84X346,84,South Bronx Classical Charter School,false,X116,false,480,387,93,0,0.033,0.394,0.544,0.008,0.021,0.106,0.192,0.85,254,229,90.2%,253,245,96.8%,,,,
84X362,84,Icahn Charter School 7,true,"X093, X107",false,306,212,94,0,0.029,0.451,0.493,0.016,0.01,0.078,0.069,0.775,164,118,72.0%,166,137,82.5%,,,,
84X364,84,South Bronx Classical Charter School II,true,"X154, XBCA",false,346,311,35,0,0,0.483,0.503,0.003,0.012,0.13,0.15,0.882,152,133,87.5%,151,141,93.4%,,,,
84X378,84,Icahn Charter School 2,false,X498,false,324,221,103,0,0.043,0.33,0.562,0.022,0.043,0.099,0.037,0.58,204,170,83.3%,167,155,92.8%,,,,
84X380,84,Success Academy Charter School - Bronx 3,true,"X039, X145",false,1014,716,298,0,0.013,0.522,0.439,0.016,0.011,0.163,0.04,0.768,348,291,83.6%,350,333,95.1%,,,,
84X389,84,Bronx Global Learning Institute for Girls Charter School,false,X156,false,442,298,144,0,0.014,0.271,0.686,0.014,0.016,0.115,0.147,0.919,267,118,44.2%,252,80,31.7%,,,,
84X393,84,University Prep Charter High School,false,X162,false,447,0,0,447,0.011,0.329,0.658,0,0.002,0.136,0.056,0.899,,,,,,,109,93.6%,81,98.8%
84X422,84,Icahn Charter School 3,false,XAGA,false,321,237,84,0,0.04,0.617,0.296,0.022,0.025,0.065,0.022,0.72,200,161,80.5%,200,164,82.0%,,,,
84X464,84,Success Academy Charter School - Bronx 4 - New York 2,false,X131,false,630,621,9,0,0.035,0.424,0.492,0.029,0.021,0.167,0.049,0.683,172,158,91.9%,173,171,98.8%,,,,
84X465,84,Boys Preparatory Charter School of New York,false,XBCA,false,667,612,55,0,0.004,0.499,0.465,0.016,0.015,0.211,0.048,0.868,140,68,48.6%,139,92,66.2%,,,,
84X471,84,American Dream Charter School,true,"X030, XBPP",false,512,0,260,252,0,0.057,0.939,0.002,0.002,0.162,0.17,0.973,247,84,34.0%,254,78,30.7%,,,,
84X482,84,Dr. Richard Izquierdo Health and Science Charter School,false,X158,false,776,0,316,460,0.005,0.24,0.726,0.008,0.022,0.192,0.094,0.943,324,130,40.1%,210,69,32.9%,80,80.0%,66,100.0%
84X484,84,Bronx Charter School for Better Learning II,false,X144,false,375,375,0,0,0.016,0.829,0.144,0.008,0.003,0.104,0.032,0.787,75,45,60.0%,75,56,74.7%,,,,
84X487,84,Girls Preparatory Charter School of the Bronx,true,"X052, X120",false,815,592,223,0,0.005,0.35,0.61,0.022,0.013,0.182,0.04,0.925,447,299,66.9%,438,275,62.8%,,,,
